rank,player_name_raw,player_name_key,recommendation_season,league,team,source,source_id,model_setup,score,reason_summary,games,minutes,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,points_per_36,usage_proxy,ts_pct,efg_pct,fg_pct,three_pct,ft_pct,field_goal_attempts,three_point_attempts,free_throw_attempts,data_completeness_score,has_prior_cba_experience_before_t,prior_cba_seasons_before_t,prior_cba_last_seen_gap,has_previous_season_record,points_per_36_trend,usage_proxy_trend,ts_pct_trend,minutes_per_game_trend,height,weight,age,birth_year,birth_date,biodata_source,biodata_notes,position,country,last_affiliation,age_at_recommendation_season,official_player_url,official_stats_url,official_search_url,nba_stats_url,euroleague_profile_or_search_url,league_official_search_url,video_search_query,youtube_search_url,google_video_search_url,youtube_highlight_search_url,cba_video_search_query,is_current_recommendation_season,export_scope,input_dataset_used,season,source_id_playerseason,league_playerseason,nba_player_id,birthdate,school,season_exp,rosterstatus,biodata_match_confidence,biodata_match_method,cache_status,cached_at
63,Stanley Umude,stanleyumude,2024-2025,G League,WIS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2800979770448402,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,29.6,,,,,,,22.74324324324325,0.6104054054054054,0.586,,,,,,,,1.0,0,0,,1,4.02324324324325,0.0635746361746363,0.0459999999999999,-2.8999999999999986,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630649,https://www.nba.com/stats/player/1630649,https://www.google.com/search?q=%22Stanley+Umude%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630649,,https://www.google.com/search?q=%22Stanley+Umude%22+%22G+League%22+official+basketball+stats,Stanley Umude G League basketball highlights,https://www.youtube.com/results?search_query=Stanley+Umude+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Stanley+Umude+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Stanley+Umude+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1630649.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.055334+00:00
64,Jared Rhoden,jaredrhoden,2024-2025,G League,RAP,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2799444363419774,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,31.4,,,,,,,21.783439490445858,0.5644585987261146,0.613,,,,,,,,1.0,0,0,,1,1.2820770926256984,-0.0010999843801523,0.047,-5.300000000000004,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631197,https://www.nba.com/stats/player/1631197,https://www.google.com/search?q=%22Jared+Rhoden%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631197,,https://www.google.com/search?q=%22Jared+Rhoden%22+%22G+League%22+official+basketball+stats,Jared Rhoden G League basketball highlights,https://www.youtube.com/results?search_query=Jared+Rhoden+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jared+Rhoden+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jared+Rhoden+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631197.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.055334+00:00
65,Jazian Gortman,jaziangortman,2024-2025,G League,TEX,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2798920594511136,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.6,,,,,,,21.84971098265896,0.6917919075144509,0.554,,,,,,,,1.0,0,0,,1,4.039184666869485,0.0469498022512929,0.051,15.6,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641789,https://www.nba.com/stats/player/1641789,https://www.google.com/search?q=%22Jazian+Gortman%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641789,,https://www.google.com/search?q=%22Jazian+Gortman%22+%22G+League%22+official+basketball+stats,Jazian Gortman G League basketball highlights,https://www.youtube.com/results?search_query=Jazian+Gortman+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jazian+Gortman+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jazian+Gortman+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1641789.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.055334+00:00
66,Mo Bamba,mobamba,2024-2025,G League,BHM,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2791789832611975,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.800000000000004,,,,,,,24.545454545454543,0.5945454545454546,0.657,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1628964,https://www.nba.com/stats/player/1628964,https://www.google.com/search?q=%22Mo+Bamba%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1628964,,https://www.google.com/search?q=%22Mo+Bamba%22+%22G+League%22+official+basketball+stats,Mo Bamba G League basketball highlights,https://www.youtube.com/results?search_query=Mo+Bamba+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Mo+Bamba+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Mo+Bamba+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1628964.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.066608+00:00
67,Dominick Barlow,dominickbarlow,2024-2025,G League,CPS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2788646085328677,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.6,,,,,,,24.07361963190184,0.5585276073619633,0.649,,,,,,,,1.0,0,0,,1,0.5521472392637996,0.0044171779141105,-0.024,0.0,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631230,https://www.nba.com/stats/player/1631230,https://www.google.com/search?q=%22Dominick+Barlow%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631230,,https://www.google.com/search?q=%22Dominick+Barlow%22+%22G+League%22+official+basketball+stats,Dominick Barlow G League basketball highlights,https://www.youtube.com/results?search_query=Dominick+Barlow+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dominick+Barlow+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Dominick+Barlow+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631230.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.068614+00:00
68,GG Jackson,ggjackson,2024-2025,G League,MHU,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2787561272807606,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.5,,,,,,,21.24590163934426,0.6237377049180328,0.566,,,,,,,,1.0,0,0,,1,2.3140215303524343,0.1365442444275696,-0.049,-6.200000000000003,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641713,https://www.nba.com/stats/player/1641713,https://www.google.com/search?q=%22GG+Jackson%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641713,,https://www.google.com/search?q=%22GG+Jackson%22+%22G+League%22+official+basketball+stats,GG Jackson G League basketball highlights,https://www.youtube.com/results?search_query=GG+Jackson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=GG+Jackson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=GG+Jackson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1641713.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.070619+00:00
69,Collin Gillespie,collingillespie,2024-2025,G League,VAL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2781188621197943,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,33.4,,,,,,,22.850299401197606,0.6269461077844312,0.598,,,,,,,,1.0,0,0,,1,4.048319203177808,0.1162530384775004,-0.029,-7.0,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631221,https://www.nba.com/stats/player/1631221,https://www.google.com/search?q=%22Collin+Gillespie%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631221,,https://www.google.com/search?q=%22Collin+Gillespie%22+%22G+League%22+official+basketball+stats,Collin Gillespie G League basketball highlights,https://www.youtube.com/results?search_query=Collin+Gillespie+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Collin+Gillespie+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Collin+Gillespie+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1631221.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.072624+00:00
70,Isaiah Mobley,isaiahmobley,2024-2025,G League,DEL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2774512699282363,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.3,,,,,,,22.13427561837456,0.5779505300353357,0.597,,,,,,,,1.0,0,0,,1,2.1472626313615706,0.0393791014639071,-0.019,-2.500000000000004,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630600,https://www.nba.com/stats/player/1630600,https://www.google.com/search?q=%22Isaiah+Mobley%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630600,,https://www.google.com/search?q=%22Isaiah+Mobley%22+%22G+League%22+official+basketball+stats,Isaiah Mobley G League basketball highlights,https://www.youtube.com/results?search_query=Isaiah+Mobley+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Isaiah+Mobley+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Isaiah+Mobley+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1630600.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.072624+00:00
71,Trentyn Flowers,trentynflowers,2024-2025,G League,SDC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2765898992827394,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.5,,,,,,,22.15384615384616,0.5619692307692307,0.6239999999999999,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642280,https://www.nba.com/stats/player/1642280,https://www.google.com/search?q=%22Trentyn+Flowers%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642280,,https://www.google.com/search?q=%22Trentyn+Flowers%22+%22G+League%22+official+basketball+stats,Trentyn Flowers G League basketball highlights,https://www.youtube.com/results?search_query=Trentyn+Flowers+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Trentyn+Flowers+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Trentyn+Flowers+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642280.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.072624+00:00
72,Henry Ellenson,henryellenson,2024-2025,G League,WIS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.27571818717491,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.5,,,,,,,22.53913043478261,0.5404057971014492,0.64,,,,,,,,1.0,0,0,,1,6.139631374043727,0.1055279010463459,0.027,13.206666666666669,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1627740,https://www.nba.com/stats/player/1627740,https://www.google.com/search?q=%22Henry+Ellenson%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1627740,,https://www.google.com/search?q=%22Henry+Ellenson%22+%22G+League%22+official+basketball+stats,Henry Ellenson G League basketball highlights,https://www.youtube.com/results?search_query=Henry+Ellenson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Henry+Ellenson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Henry+Ellenson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2018-2019,gleague_nba_api,G League,1627740.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.080399+00:00
73,Ja'Kobe Walter,jakobewalter,2024-2025,G League,RAP,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2744346010286698,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.9,,,,,,,22.21276595744681,0.534711246200608,0.6530000000000001,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642266,https://www.nba.com/stats/player/1642266,https://www.google.com/search?q=%22Ja%27Kobe+Walter%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642266,,https://www.google.com/search?q=%22Ja%27Kobe+Walter%22+%22G+League%22+official+basketball+stats,Ja'Kobe Walter G League basketball highlights,https://www.youtube.com/results?search_query=Ja%27Kobe+Walter+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ja%27Kobe+Walter+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Ja%27Kobe+Walter+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642266.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.084408+00:00
74,DJ Steward,djsteward,2024-2025,G League,MHU,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2726847113734732,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.0,,,,,,,21.375,0.55875,0.6079999999999999,,,,,,,,1.0,0,0,,1,-2.140151515151512,-0.083270202020202,0.0139999999999999,2.3000000000000007,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22DJ+Steward%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22DJ+Steward%22+basketball,DJ Steward G League basketball highlights,https://www.youtube.com/results?search_query=DJ+Steward+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=DJ+Steward+G+League+basketball+highlights,https://www.youtube.com/results?search_query=DJ+Steward+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.084408+00:00
75,Judah Mintz,judahmintz,2024-2025,G League,DEL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2717191035057556,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,35.6,,,,,,,21.438202247191008,0.5426966292134832,0.615,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Judah+Mintz%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Judah+Mintz%22+basketball,Judah Mintz G League basketball highlights,https://www.youtube.com/results?search_query=Judah+Mintz+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Judah+Mintz+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Judah+Mintz+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.084408+00:00
76,Josh Christopher,joshchristopher,2024-2025,G League,SXF,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2701174418521195,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.3,,,,,,,21.935860058309043,0.6543440233236152,0.539,,,,,,,,1.0,0,0,,1,0.000376187341299,0.0357060304920738,-0.0349999999999999,6.399999999999999,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630528,https://www.nba.com/stats/player/1630528,https://www.google.com/search?q=%22Josh+Christopher%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630528,,https://www.google.com/search?q=%22Josh+Christopher%22+%22G+League%22+official+basketball+stats,Josh Christopher G League basketball highlights,https://www.youtube.com/results?search_query=Josh+Christopher+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Josh+Christopher+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Josh+Christopher+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1630528.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.084408+00:00
